Week_Start,SKU,Weekly_Units,Weekly_Revenue,Avg_Price,Promo_Days_Sales,Promo_Days_Cal,Holiday_Days,Year,Month,Week_Number,Season,Product_Name,Category,Subcategory,Launch_Date,Cost_Price,Selling_Price,Gross_Margin_Per_Unit,Negative_Margin_Flag
2024-06-17,SKU038,50,197455.0,3949.1,2,2,0,2024,6,25,Summer,Product 038,Kitchen,Rug,2024-06-29,4630.58,3949.1,-681.48,1
2024-06-17,SKU039,25,177973.75,7118.95,2,2,0,2024,6,25,Summer,Product 039,Lighting,Organizer,2022-11-01,6178.74,7118.95,940.21,0
2024-06-17,SKU040,124,303869.44,2450.56,2,2,0,2024,6,25,Summer,Product 040,Storage,Sofa,2023-11-26,5169.07,2450.56,-2718.51,1
2024-06-17,SKU041,89,919968.97,10336.73,2,2,0,2024,6,25,Summer,Product 041,Furniture,Chair,2022-07-01,4540.24,10336.73,5796.49,0
2024-06-17,SKU042,184,1692584.72,9198.83,2,2,0,2024,6,25,Summer,Product 042,Home Decor,Table,2024-04-13,4583.86,9198.83,4614.97,0
2024-06-17,SKU043,169,1478035.13,8745.77,2,2,0,2024,6,25,Summer,Product 043,Kitchen,Cushion,2024-02-10,2605.61,8745.77,6140.16,0
2024-06-17,SKU044,77,416745.56,5412.28,2,2,0,2024,6,25,Summer,Product 044,Lighting,Cookware,2023-01-25,488.84,5412.28,4923.44,0
2024-06-17,SKU045,217,1665861.26,7676.78,2,2,0,2024,6,25,Summer,Product 045,Storage,Lamp,2022-03-16,3634.56,7676.78,4042.22,0
2024-06-17,SKU046,64,459234.56,7175.54,2,2,0,2024,6,25,Summer,Product 046,Furniture,Shelf,2024-12-03,1913.03,7175.54,5262.51,0
2024-06-17,SKU047,133,1055783.26,7938.22,2,2,0,2024,6,25,Summer,Product 047,Home Decor,Cabinet,2023-05-06,3416.1,7938.22,4522.12,0
2024-06-17,SKU048,74,102086.7,1379.55,2,2,0,2024,6,25,Summer,Product 048,Kitchen,Rug,2024-09-09,6863.87,1379.55,-5484.32,1
2024-06-17,SKU049,187,976770.19,5223.37,2,2,0,2024,6,25,Summer,Product 049,Lighting,Organizer,2024-01-16,2063.03,5223.37,3160.34,0
2024-06-17,SKU050,50,44136.0,882.72,2,2,0,2024,6,25,Summer,Product 050,Storage,Sofa,2024-05-06,701.85,882.72,180.87,0
2024-06-24,SKU001,124,454342.2,3664.05,2,2,0,2024,6,26,Summer,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,0
2024-06-24,SKU002,80,304455.2,3805.69,2,2,0,2024,6,26,Summer,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,1
2024-06-24,SKU003,30,242346.9,8078.23,2,2,0,2024,6,26,Summer,Product 003,Kitchen,Cushion,2023-12-22,589.48,8078.23,7488.75,0
2024-06-24,SKU004,34,233293.38,6861.57,2,2,0,2024,6,26,Summer,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,0
2024-06-24,SKU005,145,1376516.9,9493.22,2,2,0,2024,6,26,Summer,Product 005,Storage,Lamp,2023-04-22,5543.63,9493.22,3949.59,0
2024-06-24,SKU006,59,478256.36,8106.04,2,2,0,2024,6,26,Summer,Product 006,Furniture,Shelf,2024-08-02,6021.91,8106.04,2084.13,0
2024-06-24,SKU007,204,1043274.36,5114.09,2,2,0,2024,6,26,Summer,Product 007,Home Decor,Cabinet,2022-04-05,7748.2,5114.09,-2634.11,1
2024-06-24,SKU008,144,1417340.16,9842.64,2,2,0,2024,6,26,Summer,Product 008,Kitchen,Rug,2024-02-07,2775.15,9842.64,7067.49,0
2024-06-24,SKU009,84,196298.76,2336.89,2,2,0,2024,6,26,Summer,Product 009,Lighting,Organizer,2022-08-10,3121.06,2336.89,-784.17,1
2024-06-24,SKU010,129,85586.34,663.46,2,2,0,2024,6,26,Summer,Product 010,Storage,Sofa,2022-04-14,3889.06,663.46,-3225.6,1
2024-06-24,SKU011,19,27446.64,1444.56,2,2,0,2024,6,26,Summer,Product 011,Furniture,Chair,2023-08-03,1718.4,1444.56,-273.84,1
2024-06-24,SKU012,202,1773432.74,8779.37,2,2,0,2024,6,26,Summer,Product 012,Home Decor,Table,2024-12-09,1256.89,8779.37,7522.48,0
2024-06-24,SKU013,107,616082.46,5757.78,2,2,0,2024,6,26,Summer,Product 013,Kitchen,Cushion,2024-03-20,3936.71,5757.78,1821.07,0
2024-06-24,SKU014,184,417818.0,2270.75,2,2,0,2024,6,26,Summer,Product 014,Lighting,Cookware,2024-04-17,2008.55,2270.75,262.2,0
2024-06-24,SKU015,29,180151.48,6212.12,2,2,0,2024,6,26,Summer,Product 015,Storage,Lamp,2024-02-29,5441.06,6212.12,771.06,0
2024-06-24,SKU016,108,234016.56,2166.82,2,2,0,2024,6,26,Summer,Product 016,Furniture,Shelf,2024-05-14,3637.93,2166.82,-1471.11,1
2024-06-24,SKU017,125,1059665.0,8477.32,2,2,0,2024,6,26,Summer,Product 017,Home Decor,Cabinet,2023-07-19,6703.26,8477.32,1774.06,0
2024-06-24,SKU018,197,1098355.77,5575.41,2,2,0,2024,6,26,Summer,Product 018,Kitchen,Rug,2022-05-21,5677.05,5575.41,-101.64,1
2024-06-24,SKU019,117,563922.45,4819.85,2,2,0,2024,6,26,Summer,Product 019,Lighting,Organizer,2024-07-12,2670.84,4819.85,2149.01,0
2024-06-24,SKU020,113,440422.02,3897.54,2,2,0,2024,6,26,Summer,Product 020,Storage,Sofa,2023-05-11,6700.01,3897.54,-2802.47,1
2024-06-24,SKU021,56,431831.68,7711.28,2,2,0,2024,6,26,Summer,Product 021,Furniture,Chair,2023-07-05,6486.92,7711.28,1224.36,0
2024-06-24,SKU022,76,349374.28,4597.03,2,2,0,2024,6,26,Summer,Product 022,Home Decor,Table,2023-02-12,3252.96,4597.03,1344.07,0
2024-06-24,SKU023,118,167175.32,1416.74,2,2,0,2024,6,26,Summer,Product 023,Kitchen,Cushion,2022-07-20,2484.54,1416.74,-1067.8,1
2024-06-24,SKU024,105,185731.35,1768.87,2,2,0,2024,6,26,Summer,Product 024,Lighting,Cookware,2024-10-16,5539.34,1768.87,-3770.47,1
2024-06-24,SKU025,25,288950.25,11558.01,2,2,0,2024,6,26,Summer,Product 025,Storage,Lamp,2024-05-09,1333.08,11558.01,10224.93,0
2024-06-24,SKU026,182,1990996.28,10939.54,2,2,0,2024,6,26,Summer,Product 026,Furniture,Shelf,2023-12-10,1799.29,10939.54,9140.25,0
2024-06-24,SKU027,178,1515954.8,8516.6,2,2,0,2024,6,26,Summer,Product 027,Home Decor,Cabinet,2023-03-19,307.06,8516.6,8209.54,0
2024-06-24,SKU028,52,181172.68,3484.09,2,2,0,2024,6,26,Summer,Product 028,Kitchen,Rug,2024-06-24,6348.66,3484.09,-2864.57,1
2024-06-24,SKU029,127,1478591.15,11642.45,2,2,0,2024,6,26,Summer,Product 029,Lighting,Organizer,2023-08-23,5402.59,11642.45,6239.86,0
2024-06-24,SKU030,30,283005.3,9433.51,2,2,0,2024,6,26,Summer,Product 030,Storage,Sofa,2023-05-03,5715.03,9433.51,3718.48,0
2024-06-24,SKU031,164,1429412.52,8715.93,2,2,0,2024,6,26,Summer,Product 031,Furniture,Chair,2023-05-11,6300.65,8715.93,2415.28,0
2024-06-24,SKU032,71,398493.89,5612.59,2,2,0,2024,6,26,Summer,Product 032,Home Decor,Table,2022-09-07,3806.6,5612.59,1805.99,0
2024-06-24,SKU033,146,519468.0,3558.0,2,2,0,2024,6,26,Summer,Product 033,Kitchen,Cushion,2022-04-12,4657.74,3558.0,-1099.74,1
2024-06-24,SKU034,181,274783.34,1518.14,2,2,0,2024,6,26,Summer,Product 034,Lighting,Cookware,2023-09-03,1333.43,1518.14,184.71,0
2024-06-24,SKU035,177,1924023.63,10870.19,2,2,0,2024,6,26,Summer,Product 035,Storage,Lamp,2024-09-03,1137.61,10870.19,9732.58,0
2024-06-24,SKU036,39,221793.0,5687.0,2,2,0,2024,6,26,Summer,Product 036,Furniture,Shelf,2022-03-12,5430.12,5687.0,256.88,0
2024-06-24,SKU037,211,579705.62,2747.42,2,2,0,2024,6,26,Summer,Product 037,Home Decor,Cabinet,2024-08-02,3901.0,2747.42,-1153.58,1
2024-06-24,SKU038,74,292233.4,3949.1,2,2,0,2024,6,26,Summer,Product 038,Kitchen,Rug,2024-06-29,4630.58,3949.1,-681.48,1
2024-06-24,SKU039,21,149497.95,7118.95,2,2,0,2024,6,26,Summer,Product 039,Lighting,Organizer,2022-11-01,6178.74,7118.95,940.21,0
2024-06-24,SKU040,97,237704.32,2450.56,2,2,0,2024,6,26,Summer,Product 040,Storage,Sofa,2023-11-26,5169.07,2450.56,-2718.51,1
2024-06-24,SKU041,88,909632.24,10336.73,2,2,0,2024,6,26,Summer,Product 041,Furniture,Chair,2022-07-01,4540.24,10336.73,5796.49,0
2024-06-24,SKU042,159,1462613.97,9198.83,2,2,0,2024,6,26,Summer,Product 042,Home Decor,Table,2024-04-13,4583.86,9198.83,4614.97,0
2024-06-24,SKU043,172,1504272.44,8745.77,2,2,0,2024,6,26,Summer,Product 043,Kitchen,Cushion,2024-02-10,2605.61,8745.77,6140.16,0
2024-06-24,SKU044,90,487105.2,5412.28,2,2,0,2024,6,26,Summer,Product 044,Lighting,Cookware,2023-01-25,488.84,5412.28,4923.44,0
2024-06-24,SKU045,204,1566063.12,7676.78,2,2,0,2024,6,26,Summer,Product 045,Storage,Lamp,2022-03-16,3634.56,7676.78,4042.22,0
2024-06-24,SKU046,65,466410.1,7175.54,2,2,0,2024,6,26,Summer,Product 046,Furniture,Shelf,2024-12-03,1913.03,7175.54,5262.51,0
2024-06-24,SKU047,128,1016092.16,7938.22,2,2,0,2024,6,26,Summer,Product 047,Home Decor,Cabinet,2023-05-06,3416.1,7938.22,4522.12,0
2024-06-24,SKU048,57,78634.35,1379.55,2,2,0,2024,6,26,Summer,Product 048,Kitchen,Rug,2024-09-09,6863.87,1379.55,-5484.32,1
2024-06-24,SKU049,200,1044674.0,5223.37,2,2,0,2024,6,26,Summer,Product 049,Lighting,Organizer,2024-01-16,2063.03,5223.37,3160.34,0
2024-06-24,SKU050,47,41487.84,882.72,2,2,0,2024,6,26,Summer,Product 050,Storage,Sofa,2024-05-06,701.85,882.72,180.87,0
2024-07-01,SKU001,84,307780.2,3664.05,0,0,0,2024,7,27,Monsoon,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,0
2024-07-01,SKU002,81,308260.89,3805.69,0,0,0,2024,7,27,Monsoon,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,1
2024-07-01,SKU003,43,347363.89,8078.23,0,0,0,2024,7,27,Monsoon,Product 003,Kitchen,Cushion,2023-12-22,589.48,8078.23,7488.75,0
2024-07-01,SKU004,28,192123.96,6861.57,0,0,0,2024,7,27,Monsoon,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,0
2024-07-01,SKU005,105,996788.1,9493.22,0,0,0,2024,7,27,Monsoon,Product 005,Storage,Lamp,2023-04-22,5543.63,9493.22,3949.59,0
2024-07-01,SKU006,54,437726.16,8106.04,0,0,0,2024,7,27,Monsoon,Product 006,Furniture,Shelf,2024-08-02,6021.91,8106.04,2084.13,0
2024-07-01,SKU007,187,956334.83,5114.09,0,0,0,2024,7,27,Monsoon,Product 007,Home Decor,Cabinet,2022-04-05,7748.2,5114.09,-2634.11,1
2024-07-01,SKU008,112,1102375.68,9842.64,0,0,0,2024,7,27,Monsoon,Product 008,Kitchen,Rug,2024-02-07,2775.15,9842.64,7067.49,0
2024-07-01,SKU009,78,182277.42,2336.89,0,0,0,2024,7,27,Monsoon,Product 009,Lighting,Organizer,2022-08-10,3121.06,2336.89,-784.17,1
2024-07-01,SKU010,103,68336.38,663.46,0,0,0,2024,7,27,Monsoon,Product 010,Storage,Sofa,2022-04-14,3889.06,663.46,-3225.6,1
2024-07-01,SKU011,19,27446.64,1444.56,0,0,0,2024,7,27,Monsoon,Product 011,Furniture,Chair,2023-08-03,1718.4,1444.56,-273.84,1
2024-07-01,SKU012,173,1518831.01,8779.37,0,0,0,2024,7,27,Monsoon,Product 012,Home Decor,Table,2024-12-09,1256.89,8779.37,7522.48,0
2024-07-01,SKU013,94,541231.32,5757.78,0,0,0,2024,7,27,Monsoon,Product 013,Kitchen,Cushion,2024-03-20,3936.71,5757.78,1821.07,0
2024-07-01,SKU014,137,311092.75,2270.75,0,0,0,2024,7,27,Monsoon,Product 014,Lighting,Cookware,2024-04-17,2008.55,2270.75,262.2,0
2024-07-01,SKU015,27,167727.24,6212.12,0,0,0,2024,7,27,Monsoon,Product 015,Storage,Lamp,2024-02-29,5441.06,6212.12,771.06,0
2024-07-01,SKU016,93,201514.26,2166.82,0,0,0,2024,7,27,Monsoon,Product 016,Furniture,Shelf,2024-05-14,3637.93,2166.82,-1471.11,1
2024-07-01,SKU017,112,949459.84,8477.32,0,0,0,2024,7,27,Monsoon,Product 017,Home Decor,Cabinet,2023-07-19,6703.26,8477.32,1774.06,0
2024-07-01,SKU018,163,908791.83,5575.41,0,0,0,2024,7,27,Monsoon,Product 018,Kitchen,Rug,2022-05-21,5677.05,5575.41,-101.64,1
2024-07-01,SKU019,113,544643.05,4819.85,0,0,0,2024,7,27,Monsoon,Product 019,Lighting,Organizer,2024-07-12,2670.84,4819.85,2149.01,0
2024-07-01,SKU020,94,366368.76,3897.54,0,0,0,2024,7,27,Monsoon,Product 020,Storage,Sofa,2023-05-11,6700.01,3897.54,-2802.47,1
2024-07-01,SKU021,60,462676.8,7711.28,0,0,0,2024,7,27,Monsoon,Product 021,Furniture,Chair,2023-07-05,6486.92,7711.28,1224.36,0
2024-07-01,SKU022,58,266627.74,4597.03,0,0,0,2024,7,27,Monsoon,Product 022,Home Decor,Table,2023-02-12,3252.96,4597.03,1344.07,0
2024-07-01,SKU023,109,154424.66,1416.74,0,0,0,2024,7,27,Monsoon,Product 023,Kitchen,Cushion,2022-07-20,2484.54,1416.74,-1067.8,1
2024-07-01,SKU024,100,176887.0,1768.87,0,0,0,2024,7,27,Monsoon,Product 024,Lighting,Cookware,2024-10-16,5539.34,1768.87,-3770.47,1
2024-07-01,SKU025,24,277392.24,11558.01,0,0,0,2024,7,27,Monsoon,Product 025,Storage,Lamp,2024-05-09,1333.08,11558.01,10224.93,0
2024-07-01,SKU026,163,1783145.02,10939.54,0,0,0,2024,7,27,Monsoon,Product 026,Furniture,Shelf,2023-12-10,1799.29,10939.54,9140.25,0
2024-07-01,SKU027,149,1268973.4,8516.6,0,0,0,2024,7,27,Monsoon,Product 027,Home Decor,Cabinet,2023-03-19,307.06,8516.6,8209.54,0
2024-07-01,SKU028,42,146331.78,3484.09,0,0,0,2024,7,27,Monsoon,Product 028,Kitchen,Rug,2024-06-24,6348.66,3484.09,-2864.57,1
2024-07-01,SKU029,118,1373809.1,11642.45,0,0,0,2024,7,27,Monsoon,Product 029,Lighting,Organizer,2023-08-23,5402.59,11642.45,6239.86,0
2024-07-01,SKU030,36,339606.36,9433.51,0,0,0,2024,7,27,Monsoon,Product 030,Storage,Sofa,2023-05-03,5715.03,9433.51,3718.48,0
2024-07-01,SKU031,133,1159218.69,8715.93,0,0,0,2024,7,27,Monsoon,Product 031,Furniture,Chair,2023-05-11,6300.65,8715.93,2415.28,0
2024-07-01,SKU032,66,370430.94,5612.59,0,0,0,2024,7,27,Monsoon,Product 032,Home Decor,Table,2022-09-07,3806.6,5612.59,1805.99,0
2024-07-01,SKU033,134,476772.0,3558.0,0,0,0,2024,7,27,Monsoon,Product 033,Kitchen,Cushion,2022-04-12,4657.74,3558.0,-1099.74,1
2024-07-01,SKU034,148,224684.72,1518.14,0,0,0,2024,7,27,Monsoon,Product 034,Lighting,Cookware,2023-09-03,1333.43,1518.14,184.71,0
2024-07-01,SKU035,143,1554437.17,10870.19,0,0,0,2024,7,27,Monsoon,Product 035,Storage,Lamp,2024-09-03,1137.61,10870.19,9732.58,0
2024-07-01,SKU036,21,119427.0,5687.0,0,0,0,2024,7,27,Monsoon,Product 036,Furniture,Shelf,2022-03-12,5430.12,5687.0,256.88,0
2024-07-01,SKU037,166,456071.72,2747.42,0,0,0,2024,7,27,Monsoon,Product 037,Home Decor,Cabinet,2024-08-02,3901.0,2747.42,-1153.58,1
2024-07-01,SKU038,52,205353.2,3949.1,0,0,0,2024,7,27,Monsoon,Product 038,Kitchen,Rug,2024-06-29,4630.58,3949.1,-681.48,1
2024-07-01,SKU039,21,149497.95,7118.95,0,0,0,2024,7,27,Monsoon,Product 039,Lighting,Organizer,2022-11-01,6178.74,7118.95,940.21,0
2024-07-01,SKU040,103,252407.68,2450.56,0,0,0,2024,7,27,Monsoon,Product 040,Storage,Sofa,2023-11-26,5169.07,2450.56,-2718.51,1
2024-07-01,SKU041,62,640877.26,10336.73,0,0,0,2024,7,27,Monsoon,Product 041,Furniture,Chair,2022-07-01,4540.24,10336.73,5796.49,0
2024-07-01,SKU042,142,1306233.86,9198.83,0,0,0,2024,7,27,Monsoon,Product 042,Home Decor,Table,2024-04-13,4583.86,9198.83,4614.97,0
2024-07-01,SKU043,136,1189424.72,8745.77,0,0,0,2024,7,27,Monsoon,Product 043,Kitchen,Cushion,2024-02-10,2605.61,8745.77,6140.16,0
2024-07-01,SKU044,71,384271.88,5412.28,0,0,0,2024,7,27,Monsoon,Product 044,Lighting,Cookware,2023-01-25,488.84,5412.28,4923.44,0
2024-07-01,SKU045,177,1358790.06,7676.78,0,0,0,2024,7,27,Monsoon,Product 045,Storage,Lamp,2022-03-16,3634.56,7676.78,4042.22,0
2024-07-01,SKU046,63,452059.02,7175.54,0,0,0,2024,7,27,Monsoon,Product 046,Furniture,Shelf,2024-12-03,1913.03,7175.54,5262.51,0
2024-07-01,SKU047,119,944648.18,7938.22,0,0,0,2024,7,27,Monsoon,Product 047,Home Decor,Cabinet,2023-05-06,3416.1,7938.22,4522.12,0
2024-07-01,SKU048,64,88291.2,1379.55,0,0,0,2024,7,27,Monsoon,Product 048,Kitchen,Rug,2024-09-09,6863.87,1379.55,-5484.32,1
2024-07-01,SKU049,167,872302.79,5223.37,0,0,0,2024,7,27,Monsoon,Product 049,Lighting,Organizer,2024-01-16,2063.03,5223.37,3160.34,0
2024-07-01,SKU050,44,38839.68,882.72,0,0,0,2024,7,27,Monsoon,Product 050,Storage,Sofa,2024-05-06,701.85,882.72,180.87,0
2024-07-08,SKU001,101,370069.05,3664.05,0,0,0,2024,7,28,Monsoon,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,0
2024-07-08,SKU002,74,281621.06,3805.69,0,0,0,2024,7,28,Monsoon,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,1
2024-07-08,SKU003,32,258503.36,8078.23,0,0,0,2024,7,28,Monsoon,Product 003,Kitchen,Cushion,2023-12-22,589.48,8078.23,7488.75,0
2024-07-08,SKU004,33,226431.81,6861.57,0,0,0,2024,7,28,Monsoon,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,0
2024-07-08,SKU005,114,1082227.08,9493.22,0,0,0,2024,7,28,Monsoon,Product 005,Storage,Lamp,2023-04-22,5543.63,9493.22,3949.59,0
2024-07-08,SKU006,42,340453.68,8106.04,0,0,0,2024,7,28,Monsoon,Product 006,Furniture,Shelf,2024-08-02,6021.91,8106.04,2084.13,0
2024-07-08,SKU007,179,915422.11,5114.09,0,0,0,2024,7,28,Monsoon,Product 007,Home Decor,Cabinet,2022-04-05,7748.2,5114.09,-2634.11,1
2024-07-08,SKU008,120,1181116.8,9842.64,0,0,0,2024,7,28,Monsoon,Product 008,Kitchen,Rug,2024-02-07,2775.15,9842.64,7067.49,0
2024-07-08,SKU009,63,147224.07,2336.89,0,0,0,2024,7,28,Monsoon,Product 009,Lighting,Organizer,2022-08-10,3121.06,2336.89,-784.17,1
2024-07-08,SKU010,113,74970.98,663.46,0,0,0,2024,7,28,Monsoon,Product 010,Storage,Sofa,2022-04-14,3889.06,663.46,-3225.6,1
2024-07-08,SKU011,27,39003.12,1444.56,0,0,0,2024,7,28,Monsoon,Product 011,Furniture,Chair,2023-08-03,1718.4,1444.56,-273.84,1
2024-07-08,SKU012,174,1527610.38,8779.37,0,0,0,2024,7,28,Monsoon,Product 012,Home Decor,Table,2024-12-09,1256.89,8779.37,7522.48,0
2024-07-08,SKU013,95,546989.1,5757.78,0,0,0,2024,7,28,Monsoon,Product 013,Kitchen,Cushion,2024-03-20,3936.71,5757.78,1821.07,0
2024-07-08,SKU014,158,358778.5,2270.75,0,0,0,2024,7,28,Monsoon,Product 014,Lighting,Cookware,2024-04-17,2008.55,2270.75,262.2,0
2024-07-08,SKU015,30,186363.6,6212.12,0,0,0,2024,7,28,Monsoon,Product 015,Storage,Lamp,2024-02-29,5441.06,6212.12,771.06,0
2024-07-08,SKU016,99,214515.18,2166.82,0,0,0,2024,7,28,Monsoon,Product 016,Furniture,Shelf,2024-05-14,3637.93,2166.82,-1471.11,1
2024-07-08,SKU017,109,924027.88,8477.32,0,0,0,2024,7,28,Monsoon,Product 017,Home Decor,Cabinet,2023-07-19,6703.26,8477.32,1774.06,0
2024-07-08,SKU018,181,1009149.21,5575.41,0,0,0,2024,7,28,Monsoon,Product 018,Kitchen,Rug,2022-05-21,5677.05,5575.41,-101.64,1
2024-07-08,SKU019,115,554282.75,4819.85,0,0,0,2024,7,28,Monsoon,Product 019,Lighting,Organizer,2024-07-12,2670.84,4819.85,2149.01,0
2024-07-08,SKU020,96,374163.84,3897.54,0,0,0,2024,7,28,Monsoon,Product 020,Storage,Sofa,2023-05-11,6700.01,3897.54,-2802.47,1
2024-07-08,SKU021,53,408697.84,7711.28,0,0,0,2024,7,28,Monsoon,Product 021,Furniture,Chair,2023-07-05,6486.92,7711.28,1224.36,0
2024-07-08,SKU022,74,340180.22,4597.03,0,0,0,2024,7,28,Monsoon,Product 022,Home Decor,Table,2023-02-12,3252.96,4597.03,1344.07,0
2024-07-08,SKU023,88,124673.12,1416.74,0,0,0,2024,7,28,Monsoon,Product 023,Kitchen,Cushion,2022-07-20,2484.54,1416.74,-1067.8,1
2024-07-08,SKU024,83,146816.21,1768.87,0,0,0,2024,7,28,Monsoon,Product 024,Lighting,Cookware,2024-10-16,5539.34,1768.87,-3770.47,1
2024-07-08,SKU025,23,265834.23,11558.01,0,0,0,2024,7,28,Monsoon,Product 025,Storage,Lamp,2024-05-09,1333.08,11558.01,10224.93,0
2024-07-08,SKU026,138,1509656.52,10939.54,0,0,0,2024,7,28,Monsoon,Product 026,Furniture,Shelf,2023-12-10,1799.29,10939.54,9140.25,0
2024-07-08,SKU027,168,1430788.8,8516.6,0,0,0,2024,7,28,Monsoon,Product 027,Home Decor,Cabinet,2023-03-19,307.06,8516.6,8209.54,0
2024-07-08,SKU028,37,128911.33,3484.09,0,0,0,2024,7,28,Monsoon,Product 028,Kitchen,Rug,2024-06-24,6348.66,3484.09,-2864.57,1
2024-07-08,SKU029,101,1175887.45,11642.45,0,0,0,2024,7,28,Monsoon,Product 029,Lighting,Organizer,2023-08-23,5402.59,11642.45,6239.86,0
2024-07-08,SKU030,27,254704.77,9433.51,0,0,0,2024,7,28,Monsoon,Product 030,Storage,Sofa,2023-05-03,5715.03,9433.51,3718.48,0
2024-07-08,SKU031,120,1045911.6,8715.93,0,0,0,2024,7,28,Monsoon,Product 031,Furniture,Chair,2023-05-11,6300.65,8715.93,2415.28,0
2024-07-08,SKU032,69,387268.71,5612.59,0,0,0,2024,7,28,Monsoon,Product 032,Home Decor,Table,2022-09-07,3806.6,5612.59,1805.99,0
2024-07-08,SKU033,136,483888.0,3558.0,0,0,0,2024,7,28,Monsoon,Product 033,Kitchen,Cushion,2022-04-12,4657.74,3558.0,-1099.74,1
2024-07-08,SKU034,120,182176.8,1518.14,0,0,0,2024,7,28,Monsoon,Product 034,Lighting,Cookware,2023-09-03,1333.43,1518.14,184.71,0
2024-07-08,SKU035,159,1728360.21,10870.19,0,0,0,2024,7,28,Monsoon,Product 035,Storage,Lamp,2024-09-03,1137.61,10870.19,9732.58,0
2024-07-08,SKU036,21,119427.0,5687.0,0,0,0,2024,7,28,Monsoon,Product 036,Furniture,Shelf,2022-03-12,5430.12,5687.0,256.88,0
2024-07-08,SKU037,181,497283.02,2747.42,0,0,0,2024,7,28,Monsoon,Product 037,Home Decor,Cabinet,2024-08-02,3901.0,2747.42,-1153.58,1
2024-07-08,SKU038,46,181658.6,3949.1,0,0,0,2024,7,28,Monsoon,Product 038,Kitchen,Rug,2024-06-29,4630.58,3949.1,-681.48,1
2024-07-08,SKU039,18,128141.1,7118.95,0,0,0,2024,7,28,Monsoon,Product 039,Lighting,Organizer,2022-11-01,6178.74,7118.95,940.21,0
2024-07-08,SKU040,116,284264.96,2450.56,0,0,0,2024,7,28,Monsoon,Product 040,Storage,Sofa,2023-11-26,5169.07,2450.56,-2718.51,1
2024-07-08,SKU041,63,651213.99,10336.73,0,0,0,2024,7,28,Monsoon,Product 041,Furniture,Chair,2022-07-01,4540.24,10336.73,5796.49,0
2024-07-08,SKU042,145,1333830.35,9198.83,0,0,0,2024,7,28,Monsoon,Product 042,Home Decor,Table,2024-04-13,4583.86,9198.83,4614.97,0
2024-07-08,SKU043,172,1504272.44,8745.77,0,0,0,2024,7,28,Monsoon,Product 043,Kitchen,Cushion,2024-02-10,2605.61,8745.77,6140.16,0
2024-07-08,SKU044,71,384271.88,5412.28,0,0,0,2024,7,28,Monsoon,Product 044,Lighting,Cookware,2023-01-25,488.84,5412.28,4923.44,0
2024-07-08,SKU045,150,1151517.0,7676.78,0,0,0,2024,7,28,Monsoon,Product 045,Storage,Lamp,2022-03-16,3634.56,7676.78,4042.22,0
2024-07-08,SKU046,58,416181.32,7175.54,0,0,0,2024,7,28,Monsoon,Product 046,Furniture,Shelf,2024-12-03,1913.03,7175.54,5262.51,0
2024-07-08,SKU047,84,666810.48,7938.22,0,0,0,2024,7,28,Monsoon,Product 047,Home Decor,Cabinet,2023-05-06,3416.1,7938.22,4522.12,0
2024-07-08,SKU048,66,91050.3,1379.55,0,0,0,2024,7,28,Monsoon,Product 048,Kitchen,Rug,2024-09-09,6863.87,1379.55,-5484.32,1
2024-07-08,SKU049,165,861856.05,5223.37,0,0,0,2024,7,28,Monsoon,Product 049,Lighting,Organizer,2024-01-16,2063.03,5223.37,3160.34,0
2024-07-08,SKU050,42,37074.24,882.72,0,0,0,2024,7,28,Monsoon,Product 050,Storage,Sofa,2024-05-06,701.85,882.72,180.87,0
2024-07-15,SKU001,75,274803.75,3664.05,0,0,0,2024,7,29,Monsoon,Product 001,Furniture,Chair,2022-04-09,1758.45,3664.05,1905.6,0
2024-07-15,SKU002,84,319677.96,3805.69,0,0,0,2024,7,29,Monsoon,Product 002,Home Decor,Table,2024-05-01,3867.09,3805.69,-61.4,1
2024-07-15,SKU003,28,226190.44,8078.23,0,0,0,2024,7,29,Monsoon,Product 003,Kitchen,Cushion,2023-12-22,589.48,8078.23,7488.75,0
2024-07-15,SKU004,35,240154.95,6861.57,0,0,0,2024,7,29,Monsoon,Product 004,Lighting,Cookware,2023-04-28,1445.74,6861.57,5415.83,0
2024-07-15,SKU005,109,1034760.98,9493.22,0,0,0,2024,7,29,Monsoon,Product 005,Storage,Lamp,2023-04-22,5543.63,9493.22,3949.59,0
2024-07-15,SKU006,47,380983.88,8106.04,0,0,0,2024,7,29,Monsoon,Product 006,Furniture,Shelf,2024-08-02,6021.91,8106.04,2084.13,0
2024-07-15,SKU007,180,920536.2,5114.09,0,0,0,2024,7,29,Monsoon,Product 007,Home Decor,Cabinet,2022-04-05,7748.2,5114.09,-2634.11,1
