Forecast_Week,Horizon_Step,SKU,Product_Name,Category,Subcategory,Forecast_Units,Baseline_Units,ML_Units,Interval_P10,Interval_P90,Selling_Price,Cost_Price,Forecast_Revenue,Forecast_Method
2026-02-16,8,SKU002,Product 002,Home Decor,Table,73.3,82.0,73.3,66.4,80.5,3805.69,3867.09,278957.08,HistGradientBoostingRegressor
2026-02-16,8,SKU003,Product 003,Kitchen,Cushion,38.2,45.0,38.2,31.3,45.4,8078.23,589.48,308588.39,HistGradientBoostingRegressor
2026-02-16,8,SKU004,Product 004,Lighting,Cookware,36.3,33.0,36.3,29.4,43.5,6861.57,1445.74,249074.99,HistGradientBoostingRegressor
2026-02-16,8,SKU005,Product 005,Storage,Lamp,123.5,139.0,123.5,116.6,130.7,9493.22,5543.63,1172412.67,HistGradientBoostingRegressor
2026-02-16,8,SKU006,Product 006,Furniture,Shelf,49.1,51.0,49.1,42.2,56.3,8106.04,6021.91,398006.56,HistGradientBoostingRegressor
2026-02-16,8,SKU007,Product 007,Home Decor,Cabinet,185.1,171.0,185.1,178.2,192.3,5114.09,7748.2,946618.06,HistGradientBoostingRegressor
2026-02-16,8,SKU008,Product 008,Kitchen,Rug,116.4,112.0,116.4,109.5,123.6,9842.64,2775.15,1145683.3,HistGradientBoostingRegressor
2026-02-16,8,SKU009,Product 009,Lighting,Organizer,83.9,75.0,83.9,77.0,91.1,2336.89,3121.06,196065.07,HistGradientBoostingRegressor
2026-02-16,8,SKU010,Product 010,Storage,Sofa,111.8,128.0,111.8,104.9,119.0,663.46,3889.06,74174.83,HistGradientBoostingRegressor
2026-02-16,8,SKU011,Product 011,Furniture,Chair,20.0,23.0,20.0,13.1,27.2,1444.56,1718.4,28891.2,HistGradientBoostingRegressor
2026-02-16,8,SKU012,Product 012,Home Decor,Table,205.4,214.0,205.4,198.5,212.6,8779.37,1256.89,1803282.6,HistGradientBoostingRegressor
2026-02-16,8,SKU013,Product 013,Kitchen,Cushion,105.3,100.0,105.3,98.4,112.5,5757.78,3936.71,606294.23,HistGradientBoostingRegressor
2026-02-16,8,SKU014,Product 014,Lighting,Cookware,156.3,155.0,156.3,149.4,163.5,2270.75,2008.55,354918.23,HistGradientBoostingRegressor
2026-02-16,8,SKU015,Product 015,Storage,Lamp,31.5,30.0,31.5,24.6,38.7,6212.12,5441.06,195681.78,HistGradientBoostingRegressor
2026-02-16,8,SKU016,Product 016,Furniture,Shelf,106.5,97.0,106.5,99.6,113.7,2166.82,3637.93,230766.33,HistGradientBoostingRegressor
2026-02-16,8,SKU017,Product 017,Home Decor,Cabinet,110.5,107.0,110.5,103.6,117.7,8477.32,6703.26,936743.86,HistGradientBoostingRegressor
2026-02-16,8,SKU018,Product 018,Kitchen,Rug,201.3,194.0,201.3,194.4,208.5,5575.41,5677.05,1122330.03,HistGradientBoostingRegressor
2026-02-16,8,SKU019,Product 019,Lighting,Organizer,119.9,132.0,119.9,113.0,127.1,4819.85,2670.84,577900.02,HistGradientBoostingRegressor
2026-02-16,8,SKU020,Product 020,Storage,Sofa,102.6,97.0,102.6,95.7,109.8,3897.54,6700.01,399887.6,HistGradientBoostingRegressor
2026-02-16,8,SKU021,Product 021,Furniture,Chair,56.6,63.0,56.6,49.7,63.8,7711.28,6486.92,436458.45,HistGradientBoostingRegressor
2026-02-16,8,SKU022,Product 022,Home Decor,Table,85.6,88.0,85.6,78.7,92.8,4597.03,3252.96,393505.77,HistGradientBoostingRegressor
2026-02-16,8,SKU023,Product 023,Kitchen,Cushion,113.4,115.0,113.4,106.5,120.6,1416.74,2484.54,160658.32,HistGradientBoostingRegressor
2026-02-16,8,SKU024,Product 024,Lighting,Cookware,86.6,91.0,86.6,79.7,93.8,1768.87,5539.34,153184.14,HistGradientBoostingRegressor
2026-02-16,8,SKU025,Product 025,Storage,Lamp,21.6,17.0,21.6,14.7,28.8,11558.01,1333.08,249653.02,HistGradientBoostingRegressor
2026-02-16,8,SKU026,Product 026,Furniture,Shelf,178.8,177.0,178.8,171.9,186.0,10939.54,1799.29,1955989.75,HistGradientBoostingRegressor
2026-02-16,8,SKU027,Product 027,Home Decor,Cabinet,177.0,156.0,177.0,170.1,184.2,8516.6,307.06,1507438.2,HistGradientBoostingRegressor
2026-02-16,8,SKU028,Product 028,Kitchen,Rug,36.2,32.0,36.2,29.3,43.4,3484.09,6348.66,126124.06,HistGradientBoostingRegressor
2026-02-16,8,SKU029,Product 029,Lighting,Organizer,110.6,118.0,110.6,103.7,117.8,11642.45,5402.59,1287654.97,HistGradientBoostingRegressor
2026-02-16,8,SKU030,Product 030,Storage,Sofa,37.0,39.0,37.0,30.1,44.2,9433.51,5715.03,349039.87,HistGradientBoostingRegressor
2026-02-16,8,SKU031,Product 031,Furniture,Chair,140.8,130.0,140.8,133.9,148.0,8715.93,6300.65,1227202.94,HistGradientBoostingRegressor
2026-02-16,8,SKU032,Product 032,Home Decor,Table,72.7,80.0,72.7,65.8,79.9,5612.59,3806.6,408035.29,HistGradientBoostingRegressor
2026-02-16,8,SKU033,Product 033,Kitchen,Cushion,135.6,129.0,135.6,128.7,142.8,3558.0,4657.74,482464.8,HistGradientBoostingRegressor
2026-02-16,8,SKU034,Product 034,Lighting,Cookware,157.1,163.0,157.1,150.2,164.3,1518.14,1333.43,238499.79,HistGradientBoostingRegressor
2026-02-16,8,SKU035,Product 035,Storage,Lamp,165.3,165.0,165.3,158.4,172.5,10870.19,1137.61,1796842.41,HistGradientBoostingRegressor
2026-02-16,8,SKU036,Product 036,Furniture,Shelf,35.7,40.0,35.7,28.8,42.9,5687.0,5430.12,203025.9,HistGradientBoostingRegressor
2026-02-16,8,SKU037,Product 037,Home Decor,Cabinet,176.0,181.0,176.0,169.1,183.2,2747.42,3901.0,483545.92,HistGradientBoostingRegressor
2026-02-16,8,SKU038,Product 038,Kitchen,Rug,56.8,61.0,56.8,49.9,64.0,3949.1,4630.58,224308.88,HistGradientBoostingRegressor
2026-02-16,8,SKU039,Product 039,Lighting,Organizer,21.7,18.0,21.7,14.8,28.9,7118.95,6178.74,154481.21,HistGradientBoostingRegressor
2026-02-16,8,SKU040,Product 040,Storage,Sofa,111.1,111.0,111.1,104.2,118.3,2450.56,5169.07,272257.22,HistGradientBoostingRegressor
2026-02-16,8,SKU041,Product 041,Furniture,Chair,89.8,96.0,89.8,82.9,97.0,10336.73,4540.24,928238.35,HistGradientBoostingRegressor
2026-02-16,8,SKU042,Product 042,Home Decor,Table,167.6,165.0,167.6,160.7,174.8,9198.83,4583.86,1541723.91,HistGradientBoostingRegressor
2026-02-16,8,SKU043,Product 043,Kitchen,Cushion,155.7,153.0,155.7,148.8,162.9,8745.77,2605.61,1361716.39,HistGradientBoostingRegressor
2026-02-16,8,SKU044,Product 044,Lighting,Cookware,68.4,67.0,68.4,61.5,75.6,5412.28,488.84,370199.95,HistGradientBoostingRegressor
2026-02-16,8,SKU045,Product 045,Storage,Lamp,191.8,202.0,191.8,184.9,199.0,7676.78,3634.56,1472406.4,HistGradientBoostingRegressor
2026-02-16,8,SKU046,Product 046,Furniture,Shelf,74.3,70.0,74.3,67.4,81.5,7175.54,1913.03,533142.62,HistGradientBoostingRegressor
2026-02-16,8,SKU047,Product 047,Home Decor,Cabinet,114.2,105.0,114.2,107.3,121.4,7938.22,3416.1,906544.72,HistGradientBoostingRegressor
2026-02-16,8,SKU048,Product 048,Kitchen,Rug,54.7,59.0,54.7,47.8,61.9,1379.55,6863.87,75461.38,HistGradientBoostingRegressor
2026-02-16,8,SKU049,Product 049,Lighting,Organizer,192.0,184.0,192.0,185.1,199.2,5223.37,2063.03,1002887.04,HistGradientBoostingRegressor
2026-02-16,8,SKU050,Product 050,Storage,Sofa,46.3,44.0,46.3,39.4,53.5,882.72,701.85,40869.94,HistGradientBoostingRegressor
