Snapshot_Date,SKU,Current_Stock,On_Order,Lead_Time_Days,Safety_Stock,Reorder_Point,Inventory_Value,is_active_sales_sku,Product_Status,Product_Name,Category,Subcategory,Launch_Date,Cost_Price,Selling_Price,Gross_Margin_Per_Unit,Negative_Margin_Flag,fc_w1,fc_w2,forward_demand_units,forward_demand_8w,fc_avg_weekly,lead_time_demand,available_units,required_inventory_buffer,required_buffer,stockout_flag,current_stock_below_reorder_point,reorder_gap_units,lead_time_stock_gap,safety_stock_gap,buffer_gap_units,stock_gap_units,stockout_score,excess_units,overstock_score,overstock_flag,decision_quadrant,recommended_action,action_rationale,units_at_stockout_risk,revenue_at_risk,inventory_value_tied_up,value_at_stake
2025-12-01,SKU059,82,2,4,7,16,231212.12,False,Warehouse Only (No Sales History),Uncataloged SKU059,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,84,7.0,7.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,231212.12,231212.12
2025-12-01,SKU060,240,197,12,55,151,876374.4,False,Warehouse Only (No Sales History),Uncataloged SKU060,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,437,55.0,55.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,876374.4,876374.4
2025-12-01,SKU061,246,21,10,62,140,1770031.5,False,Warehouse Only (No Sales History),Uncataloged SKU061,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,267,62.0,62.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,246.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,1770031.5,1770031.5
2025-12-01,SKU062,271,339,10,112,282,1231364.38,False,Warehouse Only (No Sales History),Uncataloged SKU062,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,610,112.0,112.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,1231364.38,1231364.38
2025-12-01,SKU063,378,141,4,127,196,918373.68,False,Warehouse Only (No Sales History),Uncataloged SKU063,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,519,127.0,127.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,918373.68,918373.68
2025-12-01,SKU064,564,267,14,120,382,3318694.44,False,Warehouse Only (No Sales History),Uncataloged SKU064,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,831,120.0,120.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,564.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,3318694.44,3318694.44
2025-12-01,SKU065,205,73,13,66,266,1506563.45,False,Warehouse Only (No Sales History),Uncataloged SKU065,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,278,66.0,66.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,1506563.45,1506563.45
2025-12-01,SKU066,576,413,9,91,241,311011.2,False,Warehouse Only (No Sales History),Uncataloged SKU066,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,989,91.0,91.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,311011.2,311011.2
2025-12-01,SKU067,83,31,8,17,47,554512.21,False,Warehouse Only (No Sales History),Uncataloged SKU067,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,114,17.0,17.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,554512.21,554512.21
2025-12-01,SKU068,353,170,11,56,222,955863.99,False,Warehouse Only (No Sales History),Uncataloged SKU068,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,523,56.0,56.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,353.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,955863.99,955863.99
2025-12-01,SKU069,731,85,9,125,391,3100675.39,False,Warehouse Only (No Sales History),Uncataloged SKU069,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,816,125.0,125.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,731.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,3100675.39,3100675.39
2025-12-01,SKU070,436,418,12,71,242,3271892.24,False,Warehouse Only (No Sales History),Uncataloged SKU070,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,854,71.0,71.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,3271892.24,3271892.24
2025-12-01,SKU071,126,82,5,58,97,456372.0,False,Warehouse Only (No Sales History),Uncataloged SKU071,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,208,58.0,58.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,456372.0,456372.0
2025-12-01,SKU072,48,315,11,69,167,343704.0,False,Warehouse Only (No Sales History),Uncataloged SKU072,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,363,69.0,69.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,343704.0,343704.0
2025-12-01,SKU073,412,361,12,114,479,2955774.52,False,Warehouse Only (No Sales History),Uncataloged SKU073,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,773,114.0,114.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,412.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,2955774.52,2955774.52
2025-12-01,SKU074,18,0,9,5,11,48572.1,False,Warehouse Only (No Sales History),Uncataloged SKU074,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,18,5.0,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,48572.1,48572.1
2025-12-01,SKU075,593,181,11,322,921,1865489.05,False,Warehouse Only (No Sales History),Uncataloged SKU075,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,774,322.0,322.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,593.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,1865489.05,1865489.05
2025-12-01,SKU076,45,0,4,8,14,271692.9,False,Warehouse Only (No Sales History),Uncataloged SKU076,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,45,8.0,8.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,271692.9,271692.9
2025-12-01,SKU077,185,13,7,34,111,391741.2,False,Warehouse Only (No Sales History),Uncataloged SKU077,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,198,34.0,34.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,391741.2,391741.2
2025-12-01,SKU078,130,71,8,26,64,869845.6,False,Warehouse Only (No Sales History),Uncataloged SKU078,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,201,26.0,26.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,869845.6,869845.6
2025-12-01,SKU079,567,274,4,74,143,2775589.74,False,Warehouse Only (No Sales History),Uncataloged SKU079,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,841,74.0,74.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,567.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,2775589.74,2775589.74
2025-12-01,SKU080,228,273,9,121,299,404100.36,False,Warehouse Only (No Sales History),Uncataloged SKU080,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,501,121.0,121.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,404100.36,404100.36
2025-12-01,SKU081,178,16,13,73,242,1385133.7,False,Warehouse Only (No Sales History),Uncataloged SKU081,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,194,73.0,73.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,1385133.7,1385133.7
2025-12-01,SKU082,93,125,4,46,91,126964.53,False,Warehouse Only (No Sales History),Uncataloged SKU082,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,218,46.0,46.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,126964.53,126964.53
2025-12-01,SKU083,72,35,11,15,44,91556.64,False,Warehouse Only (No Sales History),Uncataloged SKU083,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,107,15.0,15.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,91556.64,91556.64
2025-12-01,SKU084,77,178,13,46,157,91953.4,False,Warehouse Only (No Sales History),Uncataloged SKU084,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,255,46.0,46.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,91953.4,91953.4
2025-12-01,SKU085,324,40,11,75,208,1540182.6,False,Warehouse Only (No Sales History),Uncataloged SKU085,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,364,75.0,75.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,1540182.6,1540182.6
2025-12-01,SKU086,119,6,9,29,77,771354.43,False,Warehouse Only (No Sales History),Uncataloged SKU086,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,125,29.0,29.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,771354.43,771354.43
2025-12-01,SKU087,354,195,3,74,119,448057.8,False,Warehouse Only (No Sales History),Uncataloged SKU087,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,549,74.0,74.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,354.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,448057.8,448057.8
2025-12-01,SKU088,478,188,4,104,163,3555655.58,False,Warehouse Only (No Sales History),Uncataloged SKU088,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,666,104.0,104.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,478.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,3555655.58,3555655.58
2025-12-01,SKU089,330,101,8,34,113,1332054.9,False,Warehouse Only (No Sales History),Uncataloged SKU089,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,431,34.0,34.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,1332054.9,1332054.9
2025-12-01,SKU090,310,344,11,43,176,2373384.8,False,Warehouse Only (No Sales History),Uncataloged SKU090,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,654,43.0,43.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,2373384.8,2373384.8
2025-12-01,SKU091,249,180,4,74,113,110222.34,False,Warehouse Only (No Sales History),Uncataloged SKU091,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,429,74.0,74.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,249.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,110222.34,110222.34
2025-12-01,SKU092,26,10,3,10,17,134246.06,False,Warehouse Only (No Sales History),Uncataloged SKU092,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,36,10.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,134246.06,134246.06
2025-12-01,SKU093,443,158,8,93,239,1549676.02,False,Warehouse Only (No Sales History),Uncataloged SKU093,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,601,93.0,93.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,443.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,1549676.02,1549676.02
2025-12-01,SKU094,18,7,11,5,14,87647.94,False,Warehouse Only (No Sales History),Uncataloged SKU094,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,25,5.0,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,87647.94,87647.94
2025-12-01,SKU095,139,203,3,86,130,538237.19,False,Warehouse Only (No Sales History),Uncataloged SKU095,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,342,86.0,86.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,538237.19,538237.19
2025-12-01,SKU096,124,64,6,13,36,48141.76,False,Warehouse Only (No Sales History),Uncataloged SKU096,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,188,13.0,13.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,48141.76,48141.76
2025-12-01,SKU097,230,533,12,87,279,1477825.9,False,Warehouse Only (No Sales History),Uncataloged SKU097,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,763,87.0,87.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,1477825.9,1477825.9
2025-12-01,SKU098,110,169,14,56,302,479980.6,False,Warehouse Only (No Sales History),Uncataloged SKU098,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,279,56.0,56.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,479980.6,479980.6
2025-12-01,SKU099,511,11,6,113,217,2516204.88,False,Warehouse Only (No Sales History),Uncataloged SKU099,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,522,113.0,113.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,511.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,2516204.88,2516204.88
2025-12-01,SKU100,185,604,11,77,313,582737.05,False,Warehouse Only (No Sales History),Uncataloged SKU100,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,789,77.0,77.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,582737.05,582737.05
2025-12-01,SKU101,289,397,7,172,376,2015211.45,False,Warehouse Only (No Sales History),Uncataloged SKU101,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,686,172.0,172.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,2015211.45,2015211.45
2025-12-01,SKU102,56,72,8,60,130,121562.56,False,Warehouse Only (No Sales History),Uncataloged SKU102,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,128,60.0,60.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,121562.56,121562.56
2025-12-01,SKU103,140,230,12,97,349,920977.4,False,Warehouse Only (No Sales History),Uncataloged SKU103,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,370,97.0,97.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,920977.4,920977.4
2025-12-01,SKU104,225,82,10,42,129,172311.75,False,Warehouse Only (No Sales History),Uncataloged SKU104,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,307,42.0,42.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,172311.75,172311.75
2025-12-01,SKU105,204,21,6,78,168,1354794.6,False,Warehouse Only (No Sales History),Uncataloged SKU105,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,225,78.0,78.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,204.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,1354794.6,1354794.6
2025-12-01,SKU106,186,311,13,97,384,253891.86,False,Warehouse Only (No Sales History),Uncataloged SKU106,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,497,97.0,97.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,253891.86,253891.86
2025-12-01,SKU107,39,96,6,40,76,95806.62,False,Warehouse Only (No Sales History),Uncataloged SKU107,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,135,40.0,40.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,95806.62,95806.62
2025-12-01,SKU108,7,15,12,5,16,8015.35,False,Warehouse Only (No Sales History),Uncataloged SKU108,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,22,5.0,5.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,8015.35,8015.35
2025-12-01,SKU109,149,41,7,42,84,238917.03,False,Warehouse Only (No Sales History),Uncataloged SKU109,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,190,42.0,42.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,238917.03,238917.03
2025-12-01,SKU110,511,193,3,112,192,2468824.96,False,Warehouse Only (No Sales History),Uncataloged SKU110,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,704,112.0,112.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,511.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,2468824.96,2468824.96
2025-12-01,SKU111,105,134,11,18,69,285015.15,False,Warehouse Only (No Sales History),Uncataloged SKU111,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,239,18.0,18.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,285015.15,285015.15
2025-12-01,SKU112,454,521,13,124,442,3192205.66,False,Warehouse Only (No Sales History),Uncataloged SKU112,Unassigned (Pending Master),Unassigned (Pending Master),,,,,,0.0,0.0,0.0,0.0,0.0,0.0,975,124.0,124.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,1.0,1,Warehouse Only (Inactive Catalog),Freeze purchase orders and audit for catalog launch or bulk liquidation,No commercial sales records in 2 years; 100% of warehouse stock is idle capital.,0.0,0.0,3192205.66,3192205.66
