Week_Start,SKU,Product_Name,Category,Actual_Units,Origin_Index,Origin_Date,Horizon_Step,Pred_Baseline,Pred_ML
2025-06-30,SKU037,Product 037,Home Decor,188,71,2025-05-12,7,166,188.8
2025-06-30,SKU038,Product 038,Kitchen,57,71,2025-05-12,7,52,68.0
2025-06-30,SKU039,Product 039,Lighting,19,71,2025-05-12,7,21,29.9
2025-06-30,SKU040,Product 040,Storage,117,71,2025-05-12,7,103,114.2
2025-06-30,SKU041,Product 041,Furniture,79,71,2025-05-12,7,62,87.3
2025-06-30,SKU042,Product 042,Home Decor,163,71,2025-05-12,7,142,169.7
2025-06-30,SKU043,Product 043,Kitchen,155,71,2025-05-12,7,136,175.6
2025-06-30,SKU044,Product 044,Lighting,61,71,2025-05-12,7,71,78.9
2025-06-30,SKU045,Product 045,Storage,160,71,2025-05-12,7,177,197.1
2025-06-30,SKU046,Product 046,Furniture,55,71,2025-05-12,7,63,68.5
2025-06-30,SKU047,Product 047,Home Decor,110,71,2025-05-12,7,119,114.2
2025-06-30,SKU048,Product 048,Kitchen,50,71,2025-05-12,7,64,77.2
2025-06-30,SKU049,Product 049,Lighting,156,71,2025-05-12,7,167,191.3
2025-06-30,SKU050,Product 050,Storage,44,71,2025-05-12,7,44,61.7
2025-07-07,SKU001,Product 001,Furniture,111,71,2025-05-12,8,101,110.3
2025-07-07,SKU002,Product 002,Home Decor,78,71,2025-05-12,8,74,82.8
2025-07-07,SKU003,Product 003,Kitchen,44,71,2025-05-12,8,32,52.7
2025-07-07,SKU004,Product 004,Lighting,32,71,2025-05-12,8,33,43.3
2025-07-07,SKU005,Product 005,Storage,104,71,2025-05-12,8,114,118.3
2025-07-07,SKU006,Product 006,Furniture,31,71,2025-05-12,8,42,61.8
2025-07-07,SKU007,Product 007,Home Decor,187,71,2025-05-12,8,179,188.5
2025-07-07,SKU008,Product 008,Kitchen,109,71,2025-05-12,8,120,123.2
2025-07-07,SKU009,Product 009,Lighting,69,71,2025-05-12,8,63,101.5
2025-07-07,SKU010,Product 010,Storage,120,71,2025-05-12,8,113,137.2
2025-07-07,SKU011,Product 011,Furniture,14,71,2025-05-12,8,27,22.0
2025-07-07,SKU012,Product 012,Home Decor,189,71,2025-05-12,8,174,197.0
2025-07-07,SKU013,Product 013,Kitchen,109,71,2025-05-12,8,95,120.5
2025-07-07,SKU014,Product 014,Lighting,126,71,2025-05-12,8,158,160.0
2025-07-07,SKU015,Product 015,Storage,23,71,2025-05-12,8,30,35.4
2025-07-07,SKU016,Product 016,Furniture,103,71,2025-05-12,8,99,109.5
2025-07-07,SKU017,Product 017,Home Decor,97,71,2025-05-12,8,109,116.1
2025-07-07,SKU018,Product 018,Kitchen,156,71,2025-05-12,8,181,199.4
2025-07-07,SKU019,Product 019,Lighting,100,71,2025-05-12,8,115,135.2
2025-07-07,SKU020,Product 020,Storage,89,71,2025-05-12,8,96,115.7
2025-07-07,SKU021,Product 021,Furniture,68,71,2025-05-12,8,53,65.0
2025-07-07,SKU022,Product 022,Home Decor,58,71,2025-05-12,8,74,82.6
2025-07-07,SKU023,Product 023,Kitchen,100,71,2025-05-12,8,88,126.4
2025-07-07,SKU024,Product 024,Lighting,79,71,2025-05-12,8,83,107.0
2025-07-07,SKU025,Product 025,Storage,15,71,2025-05-12,8,23,21.5
2025-07-07,SKU026,Product 026,Furniture,153,71,2025-05-12,8,138,167.0
2025-07-07,SKU027,Product 027,Home Decor,185,71,2025-05-12,8,168,184.0
2025-07-07,SKU028,Product 028,Kitchen,46,71,2025-05-12,8,37,55.0
2025-07-07,SKU029,Product 029,Lighting,107,71,2025-05-12,8,101,121.0
2025-07-07,SKU030,Product 030,Storage,29,71,2025-05-12,8,27,37.7
2025-07-07,SKU031,Product 031,Furniture,111,71,2025-05-12,8,120,141.1
2025-07-07,SKU032,Product 032,Home Decor,63,71,2025-05-12,8,69,72.9
2025-07-07,SKU033,Product 033,Kitchen,118,71,2025-05-12,8,136,145.3
2025-07-07,SKU034,Product 034,Lighting,118,71,2025-05-12,8,120,148.2
2025-07-07,SKU035,Product 035,Storage,123,71,2025-05-12,8,159,171.6
2025-07-07,SKU036,Product 036,Furniture,33,71,2025-05-12,8,21,46.0
2025-07-07,SKU037,Product 037,Home Decor,210,71,2025-05-12,8,181,187.2
2025-07-07,SKU038,Product 038,Kitchen,57,71,2025-05-12,8,46,69.2
2025-07-07,SKU039,Product 039,Lighting,24,71,2025-05-12,8,18,27.7
2025-07-07,SKU040,Product 040,Storage,106,71,2025-05-12,8,116,122.4
2025-07-07,SKU041,Product 041,Furniture,73,71,2025-05-12,8,63,83.3
2025-07-07,SKU042,Product 042,Home Decor,158,71,2025-05-12,8,145,167.8
2025-07-07,SKU043,Product 043,Kitchen,161,71,2025-05-12,8,172,183.7
2025-07-07,SKU044,Product 044,Lighting,79,71,2025-05-12,8,71,81.4
2025-07-07,SKU045,Product 045,Storage,156,71,2025-05-12,8,150,181.8
2025-07-07,SKU046,Product 046,Furniture,78,71,2025-05-12,8,58,79.6
2025-07-07,SKU047,Product 047,Home Decor,106,71,2025-05-12,8,84,106.8
2025-07-07,SKU048,Product 048,Kitchen,48,71,2025-05-12,8,66,80.7
2025-07-07,SKU049,Product 049,Lighting,179,71,2025-05-12,8,165,190.8
2025-07-07,SKU050,Product 050,Storage,49,71,2025-05-12,8,42,63.4
2025-07-14,SKU001,Product 001,Furniture,118,79,2025-07-07,1,75,105.3
2025-07-14,SKU002,Product 002,Home Decor,69,79,2025-07-07,1,84,77.6
2025-07-14,SKU003,Product 003,Kitchen,37,79,2025-07-07,1,28,39.6
2025-07-14,SKU004,Product 004,Lighting,34,79,2025-07-07,1,35,33.2
2025-07-14,SKU005,Product 005,Storage,106,79,2025-07-07,1,109,106.8
2025-07-14,SKU006,Product 006,Furniture,45,79,2025-07-07,1,47,41.1
2025-07-14,SKU007,Product 007,Home Decor,161,79,2025-07-07,1,180,190.1
2025-07-14,SKU008,Product 008,Kitchen,110,79,2025-07-07,1,108,104.3
2025-07-14,SKU009,Product 009,Lighting,73,79,2025-07-07,1,85,77.3
2025-07-14,SKU010,Product 010,Storage,124,79,2025-07-07,1,111,109.5
2025-07-14,SKU011,Product 011,Furniture,21,79,2025-07-07,1,12,16.9
2025-07-14,SKU012,Product 012,Home Decor,179,79,2025-07-07,1,190,185.2
2025-07-14,SKU013,Product 013,Kitchen,87,79,2025-07-07,1,86,105.3
2025-07-14,SKU014,Product 014,Lighting,139,79,2025-07-07,1,151,131.1
2025-07-14,SKU015,Product 015,Storage,29,79,2025-07-07,1,31,23.9
2025-07-14,SKU016,Product 016,Furniture,104,79,2025-07-07,1,78,104.6
2025-07-14,SKU017,Product 017,Home Decor,98,79,2025-07-07,1,106,101.3
2025-07-14,SKU018,Product 018,Kitchen,167,79,2025-07-07,1,169,167.0
2025-07-14,SKU019,Product 019,Lighting,111,79,2025-07-07,1,101,104.7
2025-07-14,SKU020,Product 020,Storage,97,79,2025-07-07,1,112,104.0
2025-07-14,SKU021,Product 021,Furniture,58,79,2025-07-07,1,63,57.5
2025-07-14,SKU022,Product 022,Home Decor,82,79,2025-07-07,1,68,74.5
2025-07-14,SKU023,Product 023,Kitchen,91,79,2025-07-07,1,102,106.0
2025-07-14,SKU024,Product 024,Lighting,70,79,2025-07-07,1,92,89.6
2025-07-14,SKU025,Product 025,Storage,24,79,2025-07-07,1,16,15.4
2025-07-14,SKU026,Product 026,Furniture,155,79,2025-07-07,1,157,149.6
2025-07-14,SKU027,Product 027,Home Decor,163,79,2025-07-07,1,167,183.1
2025-07-14,SKU028,Product 028,Kitchen,42,79,2025-07-07,1,39,36.3
2025-07-14,SKU029,Product 029,Lighting,112,79,2025-07-07,1,86,107.1
2025-07-14,SKU030,Product 030,Storage,36,79,2025-07-07,1,27,31.8
2025-07-14,SKU031,Product 031,Furniture,131,79,2025-07-07,1,126,118.5
2025-07-14,SKU032,Product 032,Home Decor,54,79,2025-07-07,1,75,67.6
2025-07-14,SKU033,Product 033,Kitchen,121,79,2025-07-07,1,122,114.9
2025-07-14,SKU034,Product 034,Lighting,147,79,2025-07-07,1,127,116.4
2025-07-14,SKU035,Product 035,Storage,132,79,2025-07-07,1,132,132.8
2025-07-14,SKU036,Product 036,Furniture,37,79,2025-07-07,1,49,35.5
2025-07-14,SKU037,Product 037,Home Decor,182,79,2025-07-07,1,178,189.1
2025-07-14,SKU038,Product 038,Kitchen,59,79,2025-07-07,1,54,53.1
2025-07-14,SKU039,Product 039,Lighting,18,79,2025-07-07,1,18,21.1
2025-07-14,SKU040,Product 040,Storage,99,79,2025-07-07,1,102,105.0
2025-07-14,SKU041,Product 041,Furniture,93,79,2025-07-07,1,70,75.2
2025-07-14,SKU042,Product 042,Home Decor,161,79,2025-07-07,1,147,154.0
2025-07-14,SKU043,Product 043,Kitchen,161,79,2025-07-07,1,141,147.9
2025-07-14,SKU044,Product 044,Lighting,72,79,2025-07-07,1,78,66.5
2025-07-14,SKU045,Product 045,Storage,187,79,2025-07-07,1,157,164.8
2025-07-14,SKU046,Product 046,Furniture,74,79,2025-07-07,1,60,63.8
2025-07-14,SKU047,Product 047,Home Decor,105,79,2025-07-07,1,102,104.2
2025-07-14,SKU048,Product 048,Kitchen,52,79,2025-07-07,1,58,55.8
2025-07-14,SKU049,Product 049,Lighting,171,79,2025-07-07,1,188,185.5
2025-07-14,SKU050,Product 050,Storage,53,79,2025-07-07,1,50,46.7
2025-07-21,SKU001,Product 001,Furniture,111,79,2025-07-07,2,96,106.0
2025-07-21,SKU002,Product 002,Home Decor,76,79,2025-07-07,2,59,67.2
2025-07-21,SKU003,Product 003,Kitchen,41,79,2025-07-07,2,42,38.0
2025-07-21,SKU004,Product 004,Lighting,29,79,2025-07-07,2,32,26.5
2025-07-21,SKU005,Product 005,Storage,124,79,2025-07-07,2,114,105.6
2025-07-21,SKU006,Product 006,Furniture,43,79,2025-07-07,2,48,37.7
2025-07-21,SKU007,Product 007,Home Decor,167,79,2025-07-07,2,172,188.6
2025-07-21,SKU008,Product 008,Kitchen,105,79,2025-07-07,2,134,120.6
2025-07-21,SKU009,Product 009,Lighting,67,79,2025-07-07,2,82,73.0
2025-07-21,SKU010,Product 010,Storage,105,79,2025-07-07,2,119,116.8
2025-07-21,SKU011,Product 011,Furniture,11,79,2025-07-07,2,14,15.8
2025-07-21,SKU012,Product 012,Home Decor,155,79,2025-07-07,2,198,186.3
2025-07-21,SKU013,Product 013,Kitchen,87,79,2025-07-07,2,107,108.6
2025-07-21,SKU014,Product 014,Lighting,148,79,2025-07-07,2,154,143.4
2025-07-21,SKU015,Product 015,Storage,27,79,2025-07-07,2,26,22.5
2025-07-21,SKU016,Product 016,Furniture,97,79,2025-07-07,2,92,105.1
2025-07-21,SKU017,Product 017,Home Decor,83,79,2025-07-07,2,104,103.3
2025-07-21,SKU018,Product 018,Kitchen,159,79,2025-07-07,2,158,165.3
2025-07-21,SKU019,Product 019,Lighting,90,79,2025-07-07,2,108,106.4
2025-07-21,SKU020,Product 020,Storage,96,79,2025-07-07,2,97,91.4
2025-07-21,SKU021,Product 021,Furniture,62,79,2025-07-07,2,55,59.8
2025-07-21,SKU022,Product 022,Home Decor,64,79,2025-07-07,2,70,72.4
2025-07-21,SKU023,Product 023,Kitchen,107,79,2025-07-07,2,109,112.6
2025-07-21,SKU024,Product 024,Lighting,73,79,2025-07-07,2,92,88.4
2025-07-21,SKU025,Product 025,Storage,23,79,2025-07-07,2,14,15.4
2025-07-21,SKU026,Product 026,Furniture,173,79,2025-07-07,2,137,139.2
2025-07-21,SKU027,Product 027,Home Decor,155,79,2025-07-07,2,154,166.2
2025-07-21,SKU028,Product 028,Kitchen,36,79,2025-07-07,2,46,38.7
2025-07-21,SKU029,Product 029,Lighting,120,79,2025-07-07,2,134,117.9
2025-07-21,SKU030,Product 030,Storage,29,79,2025-07-07,2,32,33.9
2025-07-21,SKU031,Product 031,Furniture,127,79,2025-07-07,2,122,115.8
2025-07-21,SKU032,Product 032,Home Decor,52,79,2025-07-07,2,53,63.1
2025-07-21,SKU033,Product 033,Kitchen,119,79,2025-07-07,2,125,119.8
2025-07-21,SKU034,Product 034,Lighting,152,79,2025-07-07,2,132,129.2
2025-07-21,SKU035,Product 035,Storage,154,79,2025-07-07,2,159,144.3
2025-07-21,SKU036,Product 036,Furniture,26,79,2025-07-07,2,31,37.0
2025-07-21,SKU037,Product 037,Home Decor,149,79,2025-07-07,2,169,185.1
2025-07-21,SKU038,Product 038,Kitchen,50,79,2025-07-07,2,60,53.6
2025-07-21,SKU039,Product 039,Lighting,34,79,2025-07-07,2,16,21.2
2025-07-21,SKU040,Product 040,Storage,97,79,2025-07-07,2,109,110.9
2025-07-21,SKU041,Product 041,Furniture,69,79,2025-07-07,2,66,70.4
2025-07-21,SKU042,Product 042,Home Decor,157,79,2025-07-07,2,158,162.5
2025-07-21,SKU043,Product 043,Kitchen,132,79,2025-07-07,2,160,148.1
2025-07-21,SKU044,Product 044,Lighting,69,79,2025-07-07,2,78,73.9
2025-07-21,SKU045,Product 045,Storage,170,79,2025-07-07,2,181,167.2
2025-07-21,SKU046,Product 046,Furniture,78,79,2025-07-07,2,69,66.3
2025-07-21,SKU047,Product 047,Home Decor,107,79,2025-07-07,2,108,109.9
2025-07-21,SKU048,Product 048,Kitchen,67,79,2025-07-07,2,58,56.7
2025-07-21,SKU049,Product 049,Lighting,168,79,2025-07-07,2,174,173.9
2025-07-21,SKU050,Product 050,Storage,43,79,2025-07-07,2,29,46.0
2025-07-28,SKU001,Product 001,Furniture,101,79,2025-07-07,3,94,100.3
2025-07-28,SKU002,Product 002,Home Decor,75,79,2025-07-07,3,51,62.7
2025-07-28,SKU003,Product 003,Kitchen,26,79,2025-07-07,3,45,39.6
2025-07-28,SKU004,Product 004,Lighting,33,79,2025-07-07,3,32,25.6
2025-07-28,SKU005,Product 005,Storage,115,79,2025-07-07,3,108,102.6
2025-07-28,SKU006,Product 006,Furniture,49,79,2025-07-07,3,45,39.1
2025-07-28,SKU007,Product 007,Home Decor,181,79,2025-07-07,3,160,178.1
2025-07-28,SKU008,Product 008,Kitchen,112,79,2025-07-07,3,100,103.3
2025-07-28,SKU009,Product 009,Lighting,69,79,2025-07-07,3,85,81.6
2025-07-28,SKU010,Product 010,Storage,91,79,2025-07-07,3,110,106.9
2025-07-28,SKU011,Product 011,Furniture,18,79,2025-07-07,3,12,15.5
2025-07-28,SKU012,Product 012,Home Decor,160,79,2025-07-07,3,163,180.9
2025-07-28,SKU013,Product 013,Kitchen,85,79,2025-07-07,3,104,104.2
2025-07-28,SKU014,Product 014,Lighting,141,79,2025-07-07,3,132,126.8
2025-07-28,SKU015,Product 015,Storage,25,79,2025-07-07,3,24,22.8
2025-07-28,SKU016,Product 016,Furniture,85,79,2025-07-07,3,90,92.2
2025-07-28,SKU017,Product 017,Home Decor,82,79,2025-07-07,3,98,95.9
2025-07-28,SKU018,Product 018,Kitchen,179,79,2025-07-07,3,172,171.7
2025-07-28,SKU019,Product 019,Lighting,116,79,2025-07-07,3,115,107.5
2025-07-28,SKU020,Product 020,Storage,69,79,2025-07-07,3,102,96.2
2025-07-28,SKU021,Product 021,Furniture,54,79,2025-07-07,3,55,57.7
2025-07-28,SKU022,Product 022,Home Decor,70,79,2025-07-07,3,59,68.5
2025-07-28,SKU023,Product 023,Kitchen,102,79,2025-07-07,3,105,108.9
2025-07-28,SKU024,Product 024,Lighting,104,79,2025-07-07,3,88,81.3
2025-07-28,SKU025,Product 025,Storage,20,79,2025-07-07,3,18,16.6
2025-07-28,SKU026,Product 026,Furniture,156,79,2025-07-07,3,144,140.3
2025-07-28,SKU027,Product 027,Home Decor,156,79,2025-07-07,3,151,152.8
2025-07-28,SKU028,Product 028,Kitchen,35,79,2025-07-07,3,30,36.9
2025-07-28,SKU029,Product 029,Lighting,97,79,2025-07-07,3,100,103.1
2025-07-28,SKU030,Product 030,Storage,33,79,2025-07-07,3,38,28.5
2025-07-28,SKU031,Product 031,Furniture,121,79,2025-07-07,3,98,109.9
2025-07-28,SKU032,Product 032,Home Decor,80,79,2025-07-07,3,46,61.1
2025-07-28,SKU033,Product 033,Kitchen,112,79,2025-07-07,3,112,112.3
2025-07-28,SKU034,Product 034,Lighting,124,79,2025-07-07,3,117,111.4
2025-07-28,SKU035,Product 035,Storage,137,79,2025-07-07,3,144,130.3
2025-07-28,SKU036,Product 036,Furniture,33,79,2025-07-07,3,25,36.2
2025-07-28,SKU037,Product 037,Home Decor,143,79,2025-07-07,3,179,193.2
2025-07-28,SKU038,Product 038,Kitchen,45,79,2025-07-07,3,52,50.0
2025-07-28,SKU039,Product 039,Lighting,23,79,2025-07-07,3,15,20.2
2025-07-28,SKU040,Product 040,Storage,108,79,2025-07-07,3,109,105.4
2025-07-28,SKU041,Product 041,Furniture,63,79,2025-07-07,3,71,68.3
2025-07-28,SKU042,Product 042,Home Decor,167,79,2025-07-07,3,143,145.4
2025-07-28,SKU043,Product 043,Kitchen,149,79,2025-07-07,3,160,149.1
2025-07-28,SKU044,Product 044,Lighting,65,79,2025-07-07,3,66,63.4
2025-07-28,SKU045,Product 045,Storage,149,79,2025-07-07,3,172,170.9
2025-07-28,SKU046,Product 046,Furniture,51,79,2025-07-07,3,62,56.5
2025-07-28,SKU047,Product 047,Home Decor,120,79,2025-07-07,3,99,103.3
2025-07-28,SKU048,Product 048,Kitchen,43,79,2025-07-07,3,55,57.1
2025-07-28,SKU049,Product 049,Lighting,158,79,2025-07-07,3,176,174.2
2025-07-28,SKU050,Product 050,Storage,36,79,2025-07-07,3,39,43.8
2025-08-04,SKU001,Product 001,Furniture,77,79,2025-07-07,4,82,105.8
2025-08-04,SKU002,Product 002,Home Decor,60,79,2025-07-07,4,65,66.8
2025-08-04,SKU003,Product 003,Kitchen,38,79,2025-07-07,4,35,38.5
2025-08-04,SKU004,Product 004,Lighting,26,79,2025-07-07,4,33,26.6
2025-08-04,SKU005,Product 005,Storage,96,79,2025-07-07,4,95,100.7
2025-08-04,SKU006,Product 006,Furniture,46,79,2025-07-07,4,25,37.1
2025-08-04,SKU007,Product 007,Home Decor,145,79,2025-07-07,4,141,168.5
2025-08-04,SKU008,Product 008,Kitchen,101,79,2025-07-07,4,97,105.6
2025-08-04,SKU009,Product 009,Lighting,66,79,2025-07-07,4,66,77.6
2025-08-04,SKU010,Product 010,Storage,95,79,2025-07-07,4,103,109.1
2025-08-04,SKU011,Product 011,Furniture,22,79,2025-07-07,4,16,16.9
2025-08-04,SKU012,Product 012,Home Decor,163,79,2025-07-07,4,163,186.8
2025-08-04,SKU013,Product 013,Kitchen,82,79,2025-07-07,4,85,106.1
2025-08-04,SKU014,Product 014,Lighting,121,79,2025-07-07,4,144,126.2
2025-08-04,SKU015,Product 015,Storage,23,79,2025-07-07,4,22,21.9
2025-08-04,SKU016,Product 016,Furniture,93,79,2025-07-07,4,82,92.1
2025-08-04,SKU017,Product 017,Home Decor,76,79,2025-07-07,4,100,96.8
2025-08-04,SKU018,Product 018,Kitchen,139,79,2025-07-07,4,164,176.6
2025-08-04,SKU019,Product 019,Lighting,104,79,2025-07-07,4,89,99.1
2025-08-04,SKU020,Product 020,Storage,94,79,2025-07-07,4,88,91.0
2025-08-04,SKU021,Product 021,Furniture,60,79,2025-07-07,4,52,60.3
2025-08-04,SKU022,Product 022,Home Decor,64,79,2025-07-07,4,64,67.1
2025-08-04,SKU023,Product 023,Kitchen,107,79,2025-07-07,4,105,105.3
2025-08-04,SKU024,Product 024,Lighting,84,79,2025-07-07,4,83,72.8
2025-08-04,SKU025,Product 025,Storage,17,79,2025-07-07,4,17,16.7
2025-08-04,SKU026,Product 026,Furniture,150,79,2025-07-07,4,138,132.2
2025-08-04,SKU027,Product 027,Home Decor,120,79,2025-07-07,4,149,161.1
2025-08-04,SKU028,Product 028,Kitchen,40,79,2025-07-07,4,28,37.5
2025-08-04,SKU029,Product 029,Lighting,93,79,2025-07-07,4,98,105.2
2025-08-04,SKU030,Product 030,Storage,30,79,2025-07-07,4,45,30.9
2025-08-04,SKU031,Product 031,Furniture,129,79,2025-07-07,4,145,126.9
2025-08-04,SKU032,Product 032,Home Decor,51,79,2025-07-07,4,61,56.2
2025-08-04,SKU033,Product 033,Kitchen,110,79,2025-07-07,4,107,115.3
2025-08-04,SKU034,Product 034,Lighting,111,79,2025-07-07,4,129,108.4
2025-08-04,SKU035,Product 035,Storage,134,79,2025-07-07,4,137,126.5
2025-08-04,SKU036,Product 036,Furniture,26,79,2025-07-07,4,21,35.8
2025-08-04,SKU037,Product 037,Home Decor,162,79,2025-07-07,4,144,167.2
2025-08-04,SKU038,Product 038,Kitchen,42,79,2025-07-07,4,51,47.7
2025-08-04,SKU039,Product 039,Lighting,23,79,2025-07-07,4,16,21.8
2025-08-04,SKU040,Product 040,Storage,90,79,2025-07-07,4,103,101.3
2025-08-04,SKU041,Product 041,Furniture,72,79,2025-07-07,4,71,65.3
2025-08-04,SKU042,Product 042,Home Decor,141,79,2025-07-07,4,139,142.4
2025-08-04,SKU043,Product 043,Kitchen,156,79,2025-07-07,4,123,132.2
2025-08-04,SKU044,Product 044,Lighting,66,79,2025-07-07,4,60,66.6
2025-08-04,SKU045,Product 045,Storage,151,79,2025-07-07,4,169,175.1
2025-08-04,SKU046,Product 046,Furniture,69,79,2025-07-07,4,73,70.4
2025-08-04,SKU047,Product 047,Home Decor,95,79,2025-07-07,4,93,105.4
2025-08-04,SKU048,Product 048,Kitchen,50,79,2025-07-07,4,53,51.1
2025-08-04,SKU049,Product 049,Lighting,159,79,2025-07-07,4,164,180.2
2025-08-04,SKU050,Product 050,Storage,35,79,2025-07-07,4,33,45.0
2025-08-11,SKU001,Product 001,Furniture,90,79,2025-07-07,5,89,104.1
2025-08-11,SKU002,Product 002,Home Decor,70,79,2025-07-07,5,58,65.2
2025-08-11,SKU003,Product 003,Kitchen,39,79,2025-07-07,5,37,38.3
2025-08-11,SKU004,Product 004,Lighting,26,79,2025-07-07,5,30,25.8
2025-08-11,SKU005,Product 005,Storage,114,79,2025-07-07,5,103,99.7
2025-08-11,SKU006,Product 006,Furniture,38,79,2025-07-07,5,39,38.7
2025-08-11,SKU007,Product 007,Home Decor,158,79,2025-07-07,5,164,184.2
2025-08-11,SKU008,Product 008,Kitchen,126,79,2025-07-07,5,99,106.1
2025-08-11,SKU009,Product 009,Lighting,61,79,2025-07-07,5,70,66.5
2025-08-11,SKU010,Product 010,Storage,113,79,2025-07-07,5,103,107.1
2025-08-11,SKU011,Product 011,Furniture,14,79,2025-07-07,5,17,16.9
2025-08-11,SKU012,Product 012,Home Decor,177,79,2025-07-07,5,154,169.8
2025-08-11,SKU013,Product 013,Kitchen,106,79,2025-07-07,5,71,106.4
2025-08-11,SKU014,Product 014,Lighting,123,79,2025-07-07,5,123,115.3
2025-08-11,SKU015,Product 015,Storage,27,79,2025-07-07,5,24,19.3
2025-08-11,SKU016,Product 016,Furniture,85,79,2025-07-07,5,96,94.8
2025-08-11,SKU017,Product 017,Home Decor,85,79,2025-07-07,5,94,97.3
2025-08-11,SKU018,Product 018,Kitchen,146,79,2025-07-07,5,167,177.2
2025-08-11,SKU019,Product 019,Lighting,106,79,2025-07-07,5,93,102.5
2025-08-11,SKU020,Product 020,Storage,87,79,2025-07-07,5,96,94.1
2025-08-11,SKU021,Product 021,Furniture,54,79,2025-07-07,5,68,63.9
2025-08-11,SKU022,Product 022,Home Decor,64,79,2025-07-07,5,56,63.5
2025-08-11,SKU023,Product 023,Kitchen,102,79,2025-07-07,5,82,108.9
2025-08-11,SKU024,Product 024,Lighting,83,79,2025-07-07,5,86,79.0
2025-08-11,SKU025,Product 025,Storage,13,79,2025-07-07,5,17,17.9
2025-08-11,SKU026,Product 026,Furniture,128,79,2025-07-07,5,138,129.5
2025-08-11,SKU027,Product 027,Home Decor,146,79,2025-07-07,5,158,166.6
2025-08-11,SKU028,Product 028,Kitchen,31,79,2025-07-07,5,31,35.5
2025-08-11,SKU029,Product 029,Lighting,113,79,2025-07-07,5,107,109.7
2025-08-11,SKU030,Product 030,Storage,28,79,2025-07-07,5,25,29.6
2025-08-11,SKU031,Product 031,Furniture,136,79,2025-07-07,5,120,110.8
2025-08-11,SKU032,Product 032,Home Decor,65,79,2025-07-07,5,54,58.9
2025-08-11,SKU033,Product 033,Kitchen,96,79,2025-07-07,5,103,110.2
2025-08-11,SKU034,Product 034,Lighting,135,79,2025-07-07,5,120,113.1
2025-08-11,SKU035,Product 035,Storage,146,79,2025-07-07,5,137,124.0
2025-08-11,SKU036,Product 036,Furniture,22,79,2025-07-07,5,24,33.8
2025-08-11,SKU037,Product 037,Home Decor,146,79,2025-07-07,5,156,182.6
2025-08-11,SKU038,Product 038,Kitchen,60,79,2025-07-07,5,51,47.8
2025-08-11,SKU039,Product 039,Lighting,20,79,2025-07-07,5,24,19.4
2025-08-11,SKU040,Product 040,Storage,92,79,2025-07-07,5,109,109.7
2025-08-11,SKU041,Product 041,Furniture,81,79,2025-07-07,5,71,69.0
2025-08-11,SKU042,Product 042,Home Decor,142,79,2025-07-07,5,141,137.3
2025-08-11,SKU043,Product 043,Kitchen,142,79,2025-07-07,5,136,134.8
2025-08-11,SKU044,Product 044,Lighting,61,79,2025-07-07,5,76,66.9
2025-08-11,SKU045,Product 045,Storage,155,79,2025-07-07,5,197,189.2
2025-08-11,SKU046,Product 046,Furniture,64,79,2025-07-07,5,59,61.4
2025-08-11,SKU047,Product 047,Home Decor,101,79,2025-07-07,5,66,109.0
2025-08-11,SKU048,Product 048,Kitchen,35,79,2025-07-07,5,59,49.7
2025-08-11,SKU049,Product 049,Lighting,163,79,2025-07-07,5,151,170.3
2025-08-11,SKU050,Product 050,Storage,43,79,2025-07-07,5,49,42.3
2025-08-18,SKU001,Product 001,Furniture,91,79,2025-07-07,6,98,101.1
2025-08-18,SKU002,Product 002,Home Decor,70,79,2025-07-07,6,46,59.8
2025-08-18,SKU003,Product 003,Kitchen,34,79,2025-07-07,6,38,37.3
2025-08-18,SKU004,Product 004,Lighting,18,79,2025-07-07,6,29,26.0
2025-08-18,SKU005,Product 005,Storage,95,79,2025-07-07,6,113,106.5
2025-08-18,SKU006,Product 006,Furniture,42,79,2025-07-07,6,34,39.9
2025-08-18,SKU007,Product 007,Home Decor,146,79,2025-07-07,6,160,186.9
2025-08-18,SKU008,Product 008,Kitchen,89,79,2025-07-07,6,113,112.1
2025-08-18,SKU009,Product 009,Lighting,69,79,2025-07-07,6,59,68.3
2025-08-18,SKU010,Product 010,Storage,100,79,2025-07-07,6,99,106.4
2025-08-18,SKU011,Product 011,Furniture,24,79,2025-07-07,6,9,18.6
2025-08-18,SKU012,Product 012,Home Decor,178,79,2025-07-07,6,169,183.5
2025-08-18,SKU013,Product 013,Kitchen,96,79,2025-07-07,6,91,102.2
2025-08-18,SKU014,Product 014,Lighting,131,79,2025-07-07,6,129,113.4
2025-08-18,SKU015,Product 015,Storage,26,79,2025-07-07,6,25,20.7
2025-08-18,SKU016,Product 016,Furniture,90,79,2025-07-07,6,78,89.3
2025-08-18,SKU017,Product 017,Home Decor,85,79,2025-07-07,6,95,95.8
2025-08-18,SKU018,Product 018,Kitchen,151,79,2025-07-07,6,169,176.0
2025-08-18,SKU019,Product 019,Lighting,109,79,2025-07-07,6,104,103.9
2025-08-18,SKU020,Product 020,Storage,99,79,2025-07-07,6,95,89.4
2025-08-18,SKU021,Product 021,Furniture,60,79,2025-07-07,6,59,58.4
2025-08-18,SKU022,Product 022,Home Decor,69,79,2025-07-07,6,68,70.9
2025-08-18,SKU023,Product 023,Kitchen,95,79,2025-07-07,6,99,105.2
2025-08-18,SKU024,Product 024,Lighting,69,79,2025-07-07,6,100,82.1
