Snapshot_Date,SKU,Current_Stock,On_Order,Lead_Time_Days,Safety_Stock,Reorder_Point,Inventory_Value,is_active_sales_sku,Product_Status,Product_Name,Category,Subcategory,Launch_Date,Cost_Price,Selling_Price,Gross_Margin_Per_Unit,Negative_Margin_Flag
2025-12-01,SKU169,323,28,4,56,115,171273.98,False,Warehouse Only (No Sales History),Uncataloged SKU169,Unassigned (Pending Master),Unassigned (Pending Master),,,,,
2025-12-01,SKU170,261,138,12,37,154,169741.35,False,Warehouse Only (No Sales History),Uncataloged SKU170,Unassigned (Pending Master),Unassigned (Pending Master),,,,,
2025-12-01,SKU171,92,104,11,30,80,193087.76,False,Warehouse Only (No Sales History),Uncataloged SKU171,Unassigned (Pending Master),Unassigned (Pending Master),,,,,
2025-12-01,SKU172,57,34,7,7,22,39532.35,False,Warehouse Only (No Sales History),Uncataloged SKU172,Unassigned (Pending Master),Unassigned (Pending Master),,,,,
2025-12-01,SKU173,418,158,3,44,84,2605745.12,False,Warehouse Only (No Sales History),Uncataloged SKU173,Unassigned (Pending Master),Unassigned (Pending Master),,,,,
2025-12-01,SKU174,645,455,5,96,235,4350105.75,False,Warehouse Only (No Sales History),Uncataloged SKU174,Unassigned (Pending Master),Unassigned (Pending Master),,,,,
2025-12-01,SKU175,141,13,9,58,216,171760.56,False,Warehouse Only (No Sales History),Uncataloged SKU175,Unassigned (Pending Master),Unassigned (Pending Master),,,,,
2025-12-01,SKU176,133,75,6,34,62,801352.93,False,Warehouse Only (No Sales History),Uncataloged SKU176,Unassigned (Pending Master),Unassigned (Pending Master),,,,,
2025-12-01,SKU177,43,49,5,23,57,62474.7,False,Warehouse Only (No Sales History),Uncataloged SKU177,Unassigned (Pending Master),Unassigned (Pending Master),,,,,
2025-12-01,SKU178,289,67,4,70,108,504614.23,False,Warehouse Only (No Sales History),Uncataloged SKU178,Unassigned (Pending Master),Unassigned (Pending Master),,,,,
2025-12-01,SKU179,457,1139,7,320,600,3585891.63,False,Warehouse Only (No Sales History),Uncataloged SKU179,Unassigned (Pending Master),Unassigned (Pending Master),,,,,
2025-12-01,SKU180,533,47,14,189,740,358378.54,False,Warehouse Only (No Sales History),Uncataloged SKU180,Unassigned (Pending Master),Unassigned (Pending Master),,,,,
2025-12-01,SKU181,1192,381,8,155,444,8465738.96,False,Warehouse Only (No Sales History),Uncataloged SKU181,Unassigned (Pending Master),Unassigned (Pending Master),,,,,
2025-12-01,SKU182,412,22,8,80,186,655796.88,False,Warehouse Only (No Sales History),Uncataloged SKU182,Unassigned (Pending Master),Unassigned (Pending Master),,,,,
2025-12-01,SKU183,1018,347,9,530,1179,7986423.78,False,Warehouse Only (No Sales History),Uncataloged SKU183,Unassigned (Pending Master),Unassigned (Pending Master),,,,,
2025-12-01,SKU184,150,28,7,51,103,948994.5,False,Warehouse Only (No Sales History),Uncataloged SKU184,Unassigned (Pending Master),Unassigned (Pending Master),,,,,
2025-12-01,SKU185,197,63,8,47,125,270827.72,False,Warehouse Only (No Sales History),Uncataloged SKU185,Unassigned (Pending Master),Unassigned (Pending Master),,,,,
2025-12-01,SKU186,178,137,11,168,419,460202.98,False,Warehouse Only (No Sales History),Uncataloged SKU186,Unassigned (Pending Master),Unassigned (Pending Master),,,,,
2025-12-01,SKU187,394,126,4,111,170,2080934.64,False,Warehouse Only (No Sales History),Uncataloged SKU187,Unassigned (Pending Master),Unassigned (Pending Master),,,,,
2025-12-01,SKU188,246,261,8,105,232,344498.4,False,Warehouse Only (No Sales History),Uncataloged SKU188,Unassigned (Pending Master),Unassigned (Pending Master),,,,,
2025-12-01,SKU189,186,124,5,36,67,730014.66,False,Warehouse Only (No Sales History),Uncataloged SKU189,Unassigned (Pending Master),Unassigned (Pending Master),,,,,
2025-12-01,SKU190,68,309,13,75,244,87667.64,False,Warehouse Only (No Sales History),Uncataloged SKU190,Unassigned (Pending Master),Unassigned (Pending Master),,,,,
2025-12-01,SKU191,62,294,14,48,152,221107.5,False,Warehouse Only (No Sales History),Uncataloged SKU191,Unassigned (Pending Master),Unassigned (Pending Master),,,,,
2025-12-01,SKU192,132,52,9,30,68,682226.16,False,Warehouse Only (No Sales History),Uncataloged SKU192,Unassigned (Pending Master),Unassigned (Pending Master),,,,,
2025-12-01,SKU193,241,124,13,39,140,466725.42,False,Warehouse Only (No Sales History),Uncataloged SKU193,Unassigned (Pending Master),Unassigned (Pending Master),,,,,
2025-12-01,SKU194,92,146,3,85,132,249050.44,False,Warehouse Only (No Sales History),Uncataloged SKU194,Unassigned (Pending Master),Unassigned (Pending Master),,,,,
2025-12-01,SKU195,543,248,4,66,144,2131019.79,False,Warehouse Only (No Sales History),Uncataloged SKU195,Unassigned (Pending Master),Unassigned (Pending Master),,,,,
2025-12-01,SKU196,20,2,9,9,24,93731.0,False,Warehouse Only (No Sales History),Uncataloged SKU196,Unassigned (Pending Master),Unassigned (Pending Master),,,,,
2025-12-01,SKU197,223,49,8,72,186,1175566.8,False,Warehouse Only (No Sales History),Uncataloged SKU197,Unassigned (Pending Master),Unassigned (Pending Master),,,,,
2025-12-01,SKU198,294,62,11,38,163,793994.04,False,Warehouse Only (No Sales History),Uncataloged SKU198,Unassigned (Pending Master),Unassigned (Pending Master),,,,,
2025-12-01,SKU199,347,306,14,83,292,1246941.03,False,Warehouse Only (No Sales History),Uncataloged SKU199,Unassigned (Pending Master),Unassigned (Pending Master),,,,,
2025-12-01,SKU200,96,65,9,18,68,292328.64,False,Warehouse Only (No Sales History),Uncataloged SKU200,Unassigned (Pending Master),Unassigned (Pending Master),,,,,
